,Month,Sector,Coal_CO2Emissions,NaturalGas_CO2Emissions,Distillate_FuelOil_CO2Emissions,HGL_CO2Emissions,Petroleum_CO2Emissions,Residual_fuelOil_CO2Emissions,Share_OfElectricPower_CO2Emissions,Other_CO2Emissions,Total_CO2Emissions
1167,1973-04-01,transportation,0.028,3.276,12.244,0.256,101.215,4.417,0.169,84.299,104.688
1168,1973-05-01,transportation,0.036,3.087,13.914,0.264,111.555,4.765,0.18,92.61099999999999,114.858
1169,1973-06-01,transportation,0.032,2.739,13.102,0.256,106.282,4.136,0.194,88.789,109.247
1170,1973-07-01,transportation,0.028,2.782,12.915,0.264,109.183,3.117,0.212,92.885,112.204
1171,1973-08-01,transportation,0.03,2.825,13.568,0.264,113.614,4.078,0.209,95.704,116.678
1172,1973-09-01,transportation,0.026,2.726,13.873,0.256,103.607,3.974,0.192,85.50399999999999,106.551
1173,1973-10-01,transportation,0.026,3.049,14.427,0.264,108.362,3.686,0.196,89.986,111.633
1174,1973-11-01,transportation,0.024,3.401,14.866,0.256,108.344,5.585,0.198,87.638,111.967
1175,1973-12-01,transportation,0.015,3.896,14.386,0.264,104.288,4.993,0.195,84.645,108.394
1176,1974-01-01,transportation,0,3.814,14.595,0.244,97.553,5.28,0.18,77.434,101.547
1177,1974-02-01,transportation,0,3.513,13.464,0.22,90.922,4.868,0.155,72.371,94.59
1178,1974-03-01,transportation,0.006,3.426,13.772,0.244,101.056,4.675,0.166,82.366,104.654
1179,1974-04-01,transportation,0.021,2.892,13.374,0.236,100.843,4.575,0.157,82.658,103.914
1180,1974-05-01,transportation,0.017,2.75,13.162,0.244,107.329,3.855,0.175,90.06700000000001,110.271
1181,1974-06-01,transportation,0.013,2.461,13.464,0.236,105.619,4.135,0.167,87.785,108.26
1182,1974-07-01,transportation,0.015,2.589,12.94,0.244,109.108,3.815,0.194,92.109,111.906
1183,1974-08-01,transportation,0.019,2.583,13.163,0.244,110.799,4.049,0.185,93.343,113.585
1184,1974-09-01,transportation,0.019,2.629,12.313,0.236,100.31,3.777,0.162,83.985,103.121
1185,1974-10-01,transportation,0.017,2.918,14.181,0.244,108.071,4.342,0.173,89.305,111.18
1186,1974-11-01,transportation,0.032,3.125,13.696,0.236,103.404,4.809,0.184,84.662,106.744
1187,1974-12-01,transportation,0.011,3.599,14.754,0.244,106.871,4.138,0.192,87.73400000000001,110.672
1188,1975-01-01,transportation,0.002,3.626,14.885,0.231,105.255,6.301,0.192,83.83800000000001,109.075
1189,1975-02-01,transportation,0.002,3.128,13.216,0.208,92.913,4.617,0.164,74.873,96.207
1190,1975-03-01,transportation,0,3.07,14.096,0.231,104.305,5.643,0.171,84.335,107.546
1191,1975-04-01,transportation,0.006,2.541,13.715,0.223,104.209,3.845,0.156,86.42500000000001,106.912
1192,1975-05-01,transportation,0.008,2.147,12.397,0.231,107.183,3.961,0.168,90.59299999999999,109.506
1193,1975-06-01,transportation,0.006,2.028,12.136,0.223,106.184,3.693,0.172,90.132,108.39
1194,1975-07-01,transportation,0.004,2.118,11.964,0.231,108.213,3.729,0.185,92.29,110.52
1195,1975-08-01,transportation,0.004,2.208,11.976,0.231,108.015,2.764,0.187,93.045,110.415
1196,1975-09-01,transportation,0.004,2.21,11.592,0.223,103.353,4.516,0.168,87.022,105.736
1197,1975-10-01,transportation,0.006,2.491,13.989,0.231,108.497,4.33,0.178,89.948,111.172
1198,1975-11-01,transportation,0.004,2.645,11.978,0.223,99.377,4.563,0.185,82.613,102.211
1199,1975-12-01,transportation,0.002,3.305,14.919,0.231,109.61,5.436,0.193,89.025,113.111
1200,1976-01-01,transportation,0,3.402,14.947,0.251,104.806,4.801,0.201,84.80699999999999,108.409
1201,1976-02-01,transportation,0,2.877,13.408,0.235,97.489,5.656,0.167,78.189,100.533
1202,1976-03-01,transportation,0,2.555,14.651,0.251,111.063,5.338,0.184,90.82399999999998,113.802
1203,1976-04-01,transportation,0.002,2.239,13.598,0.243,109.879,4.613,0.162,91.425,112.282
1204,1976-05-01,transportation,0.004,2.129,13.158,0.251,108.822,5.079,0.167,90.333,111.122
1205,1976-06-01,transportation,0.002,1.982,12.989,0.243,112.211,4.453,0.172,94.527,114.367
1206,1976-07-01,transportation,0.002,2.037,12.569,0.251,114.803,4.649,0.187,97.333,117.029
1207,1976-08-01,transportation,0.002,1.955,12.765,0.251,111.991,4.873,0.182,94.10199999999999,114.131
1208,1976-09-01,transportation,0.004,1.933,14.063,0.243,110.116,4.827,0.172,90.983,112.226
1209,1976-10-01,transportation,0.004,2.407,15.129,0.251,110.946,4.962,0.173,90.605,113.53
1210,1976-11-01,transportation,0.002,2.784,14.691,0.243,110.433,5.914,0.19,89.58600000000001,113.409
1211,1976-12-01,transportation,0.002,3.314,17.258,0.251,118.391,6.696,0.192,94.185,121.899
1212,1977-01-01,transportation,0,3.547,15.858,0.267,108.147,5.098,0.213,86.92299999999999,111.907
1213,1977-02-01,transportation,0,2.676,15.893,0.241,105.591,6.602,0.169,82.856,108.437
1214,1977-03-01,transportation,0,2.527,15.945,0.267,114.869,6.644,0.191,92.01299999999999,117.587
1215,1977-04-01,transportation,0.002,2.121,14.514,0.259,114.15,5.732,0.163,93.646,116.436
1216,1977-05-01,transportation,0.002,2.032,14.621,0.267,112.738,5.137,0.185,92.713,114.957
1217,1977-06-01,transportation,0.004,1.965,14.875,0.259,116.942,5.659,0.187,96.149,119.098
1218,1977-07-01,transportation,0.002,1.953,13.794,0.267,116.26,4.242,0.206,97.95500000000001,118.42
1219,1977-08-01,transportation,0.002,2.01,14.844,0.267,119.559,5.698,0.193,98.74900000000001,121.763
1220,1977-09-01,transportation,0.002,2.103,14.803,0.259,114.652,5.935,0.182,93.65599999999999,116.939
1221,1977-10-01,transportation,0.002,2.237,15.612,0.267,116.036,5.931,0.184,94.226,118.459
1222,1977-11-01,transportation,0.002,2.491,16.358,0.259,114.297,5.538,0.189,92.143,116.979
1223,1977-12-01,transportation,0,3.107,16.941,0.267,120.938,6.004,0.2,97.72500000000001,124.244
1224,1978-01-01,transportation,0,3.467,17.841,0.288,113.147,6.471,0.197,88.548,116.811
1225,1978-02-01,transportation,0,3.113,17.69,0.26,108.535,7.153,0.172,83.43299999999999,111.82
1226,1978-03-01,transportation,0,2.791,17.835,0.288,122.226,7.203,0.166,96.89999999999999,125.183
1227,1978-04-01,transportation,0,2.24,16.249,0.279,116.292,7.588,0.147,92.177,118.679
1228,1978-05-01,transportation,0,2.008,16.928,0.288,124.759,6.471,0.162,101.072,126.93
1229,1978-06-01,transportation,0,1.818,15.705,0.279,121.849,5.391,0.173,100.47399999999999,123.839
1230,1978-07-01,transportation,0,1.94,14.525,0.288,120.293,5.897,0.19,99.583,122.423
1231,1978-08-01,transportation,0,1.87,15.484,0.288,125.908,5.649,0.185,104.488,127.964
1232,1978-09-01,transportation,0,1.797,14.559,0.279,115.667,5.707,0.176,95.121,117.64
1233,1978-10-01,transportation,0,2.096,16.231,0.288,120.995,5.592,0.167,98.88300000000001,123.259
1234,1978-11-01,transportation,0,2.413,17.027,0.279,119.71,5.758,0.184,96.646,122.307
1235,1978-12-01,transportation,0,3.011,18.081,0.288,122.178,5.446,0.19,98.363,125.379
1236,1979-01-01,transportation,0,3.886,19.586,0.116,118.899,7.338,0.207,91.859,122.993
1237,1979-02-01,transportation,0,3.531,19.002,0.105,114.692,7.635,0.171,87.94999999999999,118.394
1238,1979-03-01,transportation,0,3.013,19.017,0.116,127.115,11.217,0.166,96.766,130.293
1239,1979-04-01,transportation,0,2.554,16.891,0.112,114.512,7.187,0.155,90.323,117.22
1240,1979-05-01,transportation,0,2.289,18.201,0.116,121.135,7.492,0.168,95.326,123.592
1241,1979-06-01,transportation,0,2.097,16.9,0.112,116.849,6.842,0.175,92.994,119.121
1242,1979-07-01,transportation,0,2.131,16.402,0.116,115.645,6.042,0.189,93.083,117.964
1243,1979-08-01,transportation,0,2.15,17.259,0.116,121.627,6.441,0.193,97.811,123.969
1244,1979-09-01,transportation,0,2.129,16.364,0.112,113.627,7.411,0.178,89.74099999999999,115.934
1245,1979-10-01,transportation,0,2.494,18.845,0.116,120.709,7.919,0.183,93.828,123.385
1246,1979-11-01,transportation,0,2.832,17.072,0.112,113.66,7.992,0.186,88.483,116.678
1247,1979-12-01,transportation,0,3.319,19.318,0.116,119.055,8.71,0.19,90.91199999999999,122.565
1248,1980-01-01,transportation,0,3.853,18.568,0.094,115.052,10.139,0.223,86.251,119.129
1249,1980-02-01,transportation,0,3.691,18.521,0.088,111.456,9.515,0.198,83.331,115.345
1250,1980-03-01,transportation,0,3.582,18.523,0.094,116.023,9.999,0.192,87.407,119.797
1251,1980-04-01,transportation,0,2.659,17.369,0.091,116.336,10.035,0.166,88.841,119.162
1252,1980-05-01,transportation,0,2.334,16.357,0.094,115.171,8.988,0.185,89.732,117.69
1253,1980-06-01,transportation,0,2.171,15.228,0.091,110.642,8.617,0.192,86.706,113.006
1254,1980-07-01,transportation,0,2.225,15.939,0.094,114.423,7.375,0.221,91.015,116.869
1255,1980-08-01,transportation,0,2.225,15.229,0.094,111.257,6.792,0.21,89.143,113.693
1256,1980-09-01,transportation,0,2.225,16.779,0.091,110.908,8.959,0.199,85.079,113.332
1257,1980-10-01,transportation,0,2.659,18.249,0.094,116.36,8.642,0.192,89.37400000000001,119.211
1258,1980-11-01,transportation,0,3.039,16.867,0.091,106.208,7.838,0.202,81.413,109.449
1259,1980-12-01,transportation,0,3.691,19.068,0.094,116.686,8.118,0.22,89.406,120.596
1260,1981-01-01,transportation,0,4.075,20.251,0.182,116.607,9.225,0.211,86.95,120.893
1261,1981-02-01,transportation,0,3.423,17.133,0.164,103.306,9.235,0.179,76.774,106.908
1262,1981-03-01,transportation,0,3.423,18.619,0.182,112.657,8.284,0.192,85.57100000000001,116.272
1263,1981-04-01,transportation,0,2.662,17.78,0.176,110.221,7.105,0.174,85.161,113.057
1264,1981-05-01,transportation,0,2.553,17.317,0.182,112.234,7.396,0.186,87.34,114.974
1265,1981-06-01,transportation,0,2.336,16.842,0.176,114.693,7.001,0.194,90.675,117.224
1266,1981-07-01,transportation,0,2.336,17.723,0.182,116.276,6.598,0.204,91.774,118.817
1267,1981-08-01,transportation,0,2.336,17.469,0.182,113.683,7.043,0.194,88.988,116.213
1268,1981-09-01,transportation,0,2.282,17.415,0.176,110.887,6.963,0.184,86.333,113.353
1269,1981-10-01,transportation,0,2.716,17.791,0.182,111.69,6.493,0.193,87.223,114.599
1270,1981-11-01,transportation,0,2.934,17.54,0.176,107.344,7.14,0.194,82.489,110.472
1271,1981-12-01,transportation,0,3.749,18.693,0.182,116.652,9.052,0.208,88.726,120.608
1272,1982-01-01,transportation,0,4.296,18.53,0.182,106.424,6.367,0.224,81.346,110.944
1273,1982-02-01,transportation,0,3.589,17.343,0.164,101.831,8.216,0.188,76.109,105.609
1274,1982-03-01,transportation,0,3.317,18.328,0.182,112.096,7.124,0.19,86.463,115.603
1275,1982-04-01,transportation,0,2.665,17.493,0.176,114.159,7.712,0.172,88.77799999999999,116.996
1276,1982-05-01,transportation,0,2.066,16.466,0.182,112.097,6.48,0.189,88.97,114.353
1277,1982-06-01,transportation,0,2.012,17.592,0.176,111.575,5.81,0.181,87.998,113.769
1278,1982-07-01,transportation,0,2.066,15.964,0.182,112.177,5.563,0.204,90.468,114.448
1279,1982-08-01,transportation,0,2.066,16.422,0.182,110.797,5.916,0.189,88.27699999999999,113.053
1280,1982-09-01,transportation,0,2.066,16.973,0.176,107.525,5.225,0.185,85.15199999999999,109.777
1281,1982-10-01,transportation,0,2.338,17.262,0.182,108.592,5.831,0.19,85.31700000000001,111.12
1282,1982-11-01,transportation,0,2.828,16.684,0.176,109.282,6.682,0.194,85.74,112.304
1283,1982-12-01,transportation,0,3.154,17.25,0.182,111.304,5.655,0.195,88.216,114.653
1284,1983-01-01,transportation,0,2.784,16.149,0.216,103.854,6.186,0.241,81.303,106.88
1285,1983-02-01,transportation,0,2.227,15.422,0.195,94.818,4.907,0.206,74.295,97.251
1286,1983-03-01,transportation,0,2.329,18.872,0.216,116.257,6.075,0.221,91.09400000000001,118.807
1287,1983-04-01,transportation,0,2.075,17.26,0.209,106.994,5.255,0.19,84.269,109.259
1288,1983-05-01,transportation,0,2.126,17.459,0.216,112.421,6.084,0.201,88.662,114.748
1289,1983-06-01,transportation,0,2.126,18.287,0.209,114.099,4.719,0.208,90.884,116.433
1290,1983-07-01,transportation,0,2.227,17.503,0.216,112.588,3.598,0.242,91.272,115.057
1291,1983-08-01,transportation,0,2.177,18.121,0.216,115.739,4.206,0.244,93.195,118.159
1292,1983-09-01,transportation,0,2.025,18.491,0.209,111.643,4.93,0.214,88.012,113.882
1293,1983-10-01,transportation,0,2.126,18.984,0.216,112.446,4.867,0.211,88.38,114.783
1294,1983-11-01,transportation,0,2.126,18.442,0.209,109.928,5.617,0.217,85.66,112.271
1295,1983-12-01,transportation,0,2.43,19.883,0.216,118.653,5.209,0.242,93.345,121.325
1296,1984-01-01,transportation,0,3.001,17.713,0.227,111.499,6.917,0.262,86.641,114.761
1297,1984-02-01,transportation,0,2.401,15.477,0.212,101.913,6.271,0.221,79.953,104.535
1298,1984-03-01,transportation,0,2.51,18.742,0.227,113.816,6.34,0.246,88.507,116.572
1299,1984-04-01,transportation,0,2.237,18.468,0.22,112.693,5.894,0.21,88.111,115.14
1300,1984-05-01,transportation,0,2.292,19.318,0.227,117.788,4.95,0.231,93.293,120.31
1301,1984-06-01,transportation,0,2.292,18.487,0.22,115.483,4.612,0.253,92.164,118.027
1302,1984-07-01,transportation,0,2.401,19.133,0.227,116.444,4.069,0.26,93.014,119.105
1303,1984-08-01,transportation,0,2.346,18.99,0.227,119.669,3.573,0.272,96.87899999999999,122.287
1304,1984-09-01,transportation,0,2.183,17.939,0.22,110.262,4.478,0.228,87.624,112.672
1305,1984-10-01,transportation,0,2.292,19.031,0.227,115.555,3.958,0.247,92.337,118.094
1306,1984-11-01,transportation,0,2.292,17.566,0.22,112.154,5.042,0.254,89.32600000000001,114.7
1307,1984-12-01,transportation,0,2.619,17.147,0.227,112.287,4.486,0.248,90.428,115.155
1308,1985-01-01,transportation,0,2.949,19.703,0.158,113.299,5.586,0.261,87.851,116.509
1309,1985-02-01,transportation,0,2.513,17.543,0.143,103.635,4.743,0.22,81.206,106.367
1310,1985-03-01,transportation,0,2.294,20.248,0.158,116.383,5.343,0.228,90.634,118.905
1311,1985-04-01,transportation,0,2.13,19.72,0.153,117.141,5.245,0.229,92.02399999999999,119.5
1312,1985-05-01,transportation,0,2.185,20.126,0.158,120.518,5.454,0.24,94.779,122.942
1313,1985-06-01,transportation,0,2.076,19.978,0.153,115.401,4.171,0.239,91.098,117.716
1314,1985-07-01,transportation,0,2.185,19.919,0.158,119.525,4.209,0.26,95.238,121.969
1315,1985-08-01,transportation,0,2.13,20.803,0.158,123.194,4.381,0.258,97.85300000000001,125.582
1316,1985-09-01,transportation,0,2.021,18.858,0.153,110.874,3.992,0.231,87.871,113.125
1317,1985-10-01,transportation,0,2.13,20.448,0.158,119.236,4.176,0.236,94.455,121.602
1318,1985-11-01,transportation,0,2.13,17.817,0.153,113.962,5.917,0.248,90.075,116.34
1319,1985-12-01,transportation,0,2.786,19.287,0.158,119.421,5.771,0.261,94.205,122.468
1320,1986-01-01,transportation,0,2.75,18.797,0.146,114.327,5.269,0.269,90.115,117.346
1321,1986-02-01,transportation,0,2.365,17.544,0.132,104.178,5.376,0.235,81.126,106.779
1322,1986-03-01,transportation,0,2.31,20.312,0.146,121.011,6.047,0.24,94.506,123.561
1323,1986-04-01,transportation,0,1.98,19.846,0.141,119.974,6.138,0.213,93.85000000000001,122.167
1324,1986-05-01,transportation,0,2.09,20.427,0.146,123.113,5.63,0.249,96.91,125.452
1325,1986-06-01,transportation,0,2.035,19.536,0.141,120.681,5.207,0.261,95.796,122.976
1326,1986-07-01,transportation,0,2.09,20.518,0.146,126.79,4.62,0.301,101.50500000000001,129.181
1327,1986-08-01,transportation,0,2.09,20.699,0.146,127.421,4.689,0.265,101.88799999999999,129.777
1328,1986-09-01,transportation,0,1.98,18.821,0.141,116.05,4.807,0.251,92.28,118.281
1329,1986-10-01,transportation,0,2.09,20.752,0.146,124.634,5.021,0.245,98.714,126.969
1330,1986-11-01,transportation,0,2.09,19.447,0.141,117.725,5.502,0.231,92.63399999999999,120.046
1331,1986-12-01,transportation,0,2.585,21.286,0.146,127.883,7.008,0.264,99.444,130.732
1332,1987-01-01,transportation,0,2.908,20.045,0.116,118.469,6.616,0.27,91.693,121.648
1333,1987-02-01,transportation,0,2.469,18.996,0.104,111.688,6.323,0.237,86.264,114.394
1334,1987-03-01,transportation,0,2.414,20.625,0.116,122.714,5.269,0.244,96.705,125.372
1335,1987-04-01,transportation,0,2.305,20.694,0.112,123.756,5.732,0.236,97.218,126.296
1336,1987-05-01,transportation,0,2.305,20.488,0.116,126.961,4.763,0.261,101.59299999999999,129.526
1337,1987-06-01,transportation,0,2.195,20.852,0.112,125.773,4.919,0.28,99.89099999999999,128.248
1338,1987-07-01,transportation,0,2.085,21.212,0.116,130.927,5.599,0.295,104.001,133.307
1339,1987-08-01,transportation,0,2.195,20.877,0.116,127.261,4.713,0.288,101.556,129.744
1340,1987-09-01,transportation,0,2.085,20.504,0.112,123.565,6.85,0.247,96.099,125.897
1341,1987-10-01,transportation,0,2.25,21.902,0.116,129.178,5.4,0.253,101.76,131.681
1342,1987-11-01,transportation,0,2.36,19.435,0.112,119.864,4.985,0.259,95.332,122.483
1343,1987-12-01,transportation,0,2.799,20.982,0.116,128.604,6.452,0.27,101.054,131.673
1344,1988-01-01,transportation,0,3.435,21.975,0.124,124.584,6.477,0.271,96.008,128.291
1345,1988-02-01,transportation,0,2.999,21.011,0.116,121.991,7.829,0.252,93.035,125.242
1346,1988-03-01,transportation,0,2.89,23.884,0.124,133.046,7.84,0.246,101.199,136.182
1347,1988-04-01,transportation,0,2.508,21.298,0.12,127.809,7.359,0.234,99.03399999999999,130.552
1348,1988-05-01,transportation,0,2.672,22.244,0.124,127.645,4.493,0.25,100.78399999999999,130.567
1349,1988-06-01,transportation,0,2.563,22.313,0.12,130.658,4.489,0.283,103.736,133.504
1350,1988-07-01,transportation,0,2.672,21.666,0.124,128.874,3.913,0.297,103.172,131.843
1351,1988-08-01,transportation,0,2.672,22.557,0.124,131.257,4.088,0.302,104.488,134.231
1352,1988-09-01,transportation,0,2.563,21.484,0.12,126.259,5.444,0.256,99.21000000000001,129.078
1353,1988-10-01,transportation,0,2.672,23.896,0.124,131.007,5.19,0.267,101.797,133.945
1354,1988-11-01,transportation,0,2.781,22.096,0.12,126.704,5.451,0.261,99.03699999999999,129.746
1355,1988-12-01,transportation,0,3.054,23.753,0.124,133.41,6.446,0.282,103.086,136.746
1356,1989-01-01,transportation,0,3.114,21.658,0.122,125.405,7.614,0.274,96.011,128.793
1357,1989-02-01,transportation,0,3.114,20.582,0.11,117.21,5.589,0.264,90.93,120.589
1358,1989-03-01,transportation,0,2.95,23.521,0.122,133.437,6.202,0.272,103.593,136.659
1359,1989-04-01,transportation,0,2.677,22.132,0.118,125.061,7.157,0.251,95.655,127.989
1360,1989-05-01,transportation,0,2.787,23.474,0.122,130.381,5.628,0.266,101.157,133.433
1361,1989-06-01,transportation,0,2.732,23.136,0.118,132.379,4.838,0.281,104.288,135.392
1362,1989-07-01,transportation,0,2.732,21.976,0.122,129.626,6.313,0.296,101.21600000000001,132.655
1363,1989-08-01,transportation,0,2.732,23.466,0.122,135.395,4.853,0.293,106.954,138.42
1364,1989-09-01,transportation,0,2.623,21.762,0.118,124.249,3.851,0.266,98.518,127.137
1365,1989-10-01,transportation,0,2.677,23.784,0.122,134.35,8.514,0.27,101.929,137.297
1366,1989-11-01,transportation,0,2.732,22.949,0.118,128.2,5.351,0.269,99.783,131.202
1367,1989-12-01,transportation,0,3.551,24.203,0.122,137.704,7.015,0.306,106.36500000000001,141.561
1368,1990-01-01,transportation,0,4.178,22.174,0.122,127.467,9.344,0.253,95.828,131.898
1369,1990-02-01,transportation,0,3.59,20.713,0.111,120.112,7.882,0.235,91.405,123.937
1370,1990-03-01,transportation,0,3.487,24.278,0.122,132.409,5.775,0.251,102.234,136.147
1371,1990-04-01,transportation,0,3.086,22.884,0.118,125.389,5.064,0.248,97.322,128.723
1372,1990-05-01,transportation,0,2.634,23.273,0.122,133.311,6.97,0.268,102.945,136.212
1373,1990-06-01,transportation,0,2.419,22.716,0.118,128.82,4.712,0.287,101.273,131.527
1374,1990-07-01,transportation,0,2.389,22.952,0.122,131.761,5.225,0.31,103.46199999999999,134.46
1375,1990-08-01,transportation,0,2.442,25,0.122,139.918,6.055,0.305,108.74099999999999,142.665
1376,1990-09-01,transportation,0,2.386,21.622,0.118,121.972,5.034,0.272,95.19699999999999,124.63
1377,1990-10-01,transportation,0,2.634,22.589,0.122,131.345,6.101,0.269,102.533,134.248
1378,1990-11-01,transportation,0,2.963,22.037,0.118,126.858,5.543,0.244,99.16,130.066
1379,1990-12-01,transportation,0,3.794,20.526,0.122,128.177,8.591,0.255,98.93900000000001,132.226
1380,1991-01-01,transportation,0,4.031,22.486,0.113,124.098,5.893,0.262,95.60600000000001,128.392
1381,1991-02-01,transportation,0,3.344,19.466,0.102,113.763,6.112,0.225,88.083,117.331
1382,1991-03-01,transportation,0,3.197,22.557,0.113,128.724,7.867,0.238,98.188,132.16
1383,1991-04-01,transportation,0,2.66,21.679,0.109,123.806,6.783,0.24,95.235,126.706
1384,1991-05-01,transportation,0,2.284,22.514,0.113,128.59,4.035,0.282,101.929,131.156
1385,1991-06-01,transportation,0,2.038,22.236,0.109,129.508,6.719,0.279,100.445,131.825
1386,1991-07-01,transportation,0,2.191,22.132,0.113,132.812,4.932,0.298,105.63600000000001,135.302
1387,1991-08-01,transportation,0,2.174,23.004,0.113,134.781,6.114,0.3,105.55099999999999,137.256
1388,1991-09-01,transportation,0,2.097,22.277,0.109,125.094,5.864,0.262,96.843,127.453
1389,1991-10-01,transportation,0,2.427,23.615,0.113,132.851,7.078,0.25,102.045,135.528
1390,1991-11-01,transportation,0,2.926,21.789,0.109,124.395,7.082,0.251,95.414,127.571
1391,1991-12-01,transportation,0,3.501,22.536,0.113,132.542,8.561,0.257,101.33200000000001,136.3
1392,1992-01-01,transportation,0,3.741,22.099,0.104,126.462,6.904,0.256,97.356,130.458
1393,1992-02-01,transportation,0,3.396,21.361,0.097,120.715,7.993,0.233,91.264,124.344
1394,1992-03-01,transportation,0,3.205,23.92,0.104,129.72,6.576,0.254,99.122,133.18
1395,1992-04-01,transportation,0,2.787,22.98,0.1,127.369,6.696,0.246,97.594,130.403
1396,1992-05-01,transportation,0,2.317,22.984,0.104,132.02,7.708,0.26,101.223,134.597
1397,1992-06-01,transportation,0,2.052,21.951,0.1,128.174,5.623,0.268,100.499,130.494
1398,1992-07-01,transportation,0,2.131,23.13,0.104,134.045,5.093,0.297,105.718,136.473
1399,1992-08-01,transportation,0,2.052,23.234,0.104,133.624,5.58,0.279,104.70599999999999,135.954
1400,1992-09-01,transportation,0,2.027,22.039,0.1,125.793,4.453,0.278,99.20100000000001,128.097
1401,1992-10-01,transportation,0,2.225,24.065,0.104,134.462,7.523,0.255,102.77100000000002,136.942
1402,1992-11-01,transportation,0,2.759,21.561,0.1,125.423,6.31,0.248,97.452,128.429
1403,1992-12-01,transportation,0,3.531,23.126,0.104,137.434,9.887,0.258,104.318,141.224
1404,1993-01-01,transportation,0,3.91,21.861,0.108,121.298,5.765,0.255,93.564,125.463
1405,1993-02-01,transportation,0,3.717,21.691,0.098,117.231,5.868,0.246,89.57300000000001,121.194
1406,1993-03-01,transportation,0,3.651,24.233,0.108,131.978,5.405,0.258,102.232,135.888
1407,1993-04-01,transportation,0,2.839,22.474,0.105,128.848,7.37,0.237,98.898,131.924
1408,1993-05-01,transportation,0,2.157,22.713,0.108,134.034,7.386,0.239,103.82600000000001,136.429
1409,1993-06-01,transportation,0,2.146,23.074,0.105,130.028,3.563,0.274,103.285,132.448
1410,1993-07-01,transportation,0,2.246,23.109,0.108,134.169,4.054,0.294,106.89699999999999,136.709
1411,1993-08-01,transportation,0,2.275,23.713,0.108,134.595,2.14,0.298,108.63499999999999,137.168
1412,1993-09-01,transportation,0,2.121,23.444,0.105,131.006,5.591,0.269,101.866,133.396
1413,1993-10-01,transportation,0,2.49,25.043,0.108,133.765,6.318,0.277,102.297,136.533
1414,1993-11-01,transportation,0,2.982,24.587,0.105,131.642,6.634,0.267,100.315,134.89
1415,1993-12-01,transportation,0,3.621,24.782,0.108,137.934,7.599,0.275,105.445,141.83
1416,1994-01-01,transportation,0,4.675,24.528,0.182,126.316,4.012,0.29,97.594,131.281
1417,1994-02-01,transportation,0,4.267,22.506,0.164,121.68,7.542,0.257,91.469,126.204
1418,1994-03-01,transportation,0,3.736,25.01,0.182,133.239,5.576,0.266,102.471,137.241
1419,1994-04-01,transportation,0,2.967,24.818,0.176,132.553,5.998,0.25,101.56,135.77
1420,1994-05-01,transportation,0,2.502,24.86,0.182,136.042,6.537,0.26,104.463,138.804
1421,1994-06-01,transportation,0,2.48,25.184,0.176,134.517,3.117,0.304,106.03999999999999,137.301
1422,1994-07-01,transportation,0,2.467,24.533,0.182,136.635,3.789,0.302,108.131,139.404
1423,1994-08-01,transportation,0,2.515,26.639,0.182,143.165,6.26,0.3,110.084,145.979
1424,1994-09-01,transportation,0,2.421,25.269,0.176,131.589,4.383,0.269,101.762,134.279
1425,1994-10-01,transportation,0,2.632,25.711,0.182,136.566,5.998,0.274,104.675,139.472
1426,1994-11-01,transportation,0,3.092,24.541,0.176,130.624,6.006,0.259,99.89999999999999,133.975
1427,1994-12-01,transportation,0,3.809,24.338,0.182,140.261,7.058,0.267,108.684,144.337
1428,1995-01-01,transportation,0,4.326,24.747,0.095,131.186,6.282,0.263,100.062,135.776
1429,1995-02-01,transportation,0,3.979,23.673,0.086,122.257,5.1,0.245,93.39800000000001,126.481
1430,1995-03-01,transportation,0,3.758,26.123,0.095,139.172,6.617,0.252,106.339,143.182
1431,1995-04-01,transportation,0,3.168,25.044,0.092,132.013,6.345,0.24,100.532,135.42
1432,1995-05-01,transportation,0,2.764,25.766,0.095,139.196,5.49,0.252,107.844,142.212
1433,1995-06-01,transportation,0,2.45,27.299,0.092,141.06,6.684,0.27,106.986,143.781
1434,1995-07-01,transportation,0,2.636,25.63,0.095,136.933,3.276,0.302,107.93299999999999,139.871
1435,1995-08-01,transportation,0,2.732,27.194,0.095,142.454,3.573,0.314,111.593,145.5
1436,1995-09-01,transportation,0,2.446,27.125,0.092,136.981,5.802,0.281,103.963,139.708
1437,1995-10-01,transportation,0,2.614,26.786,0.095,140.432,6.913,0.27,106.638,143.316
1438,1995-11-01,transportation,0,3.358,25.067,0.092,135.912,6.032,0.266,104.72,139.535
1439,1995-12-01,transportation,0,4.167,25.528,0.095,139.327,6.259,0.271,107.445,143.765
1440,1996-01-01,transportation,0,4.643,26.316,0.083,135.087,6.105,0.265,102.583,139.995
1441,1996-02-01,transportation,0,4.206,24.964,0.078,129.826,4.831,0.246,99.954,134.278
1442,1996-03-01,transportation,0,3.961,27.441,0.083,140.248,4.881,0.246,107.843,144.456
1443,1996-04-01,transportation,0,3.248,27.521,0.081,138.259,5.831,0.235,104.827,141.743
1444,1996-05-01,transportation,0,2.779,28.022,0.083,145.288,6.782,0.264,110.39999999999999,148.33
1445,1996-06-01,transportation,0,2.556,27.919,0.081,139.81,3.838,0.273,107.972,142.638
1446,1996-07-01,transportation,0,2.517,28.398,0.083,145.653,4.567,0.289,112.604,148.459
1447,1996-08-01,transportation,0,2.571,29.287,0.083,149.489,5.446,0.295,114.673,152.355
