,Month,Sector,Coal_CO2Emissions,NaturalGas_CO2Emissions,Distillate_FuelOil_CO2Emissions,HGL_CO2Emissions,Petroleum_CO2Emissions,Residual_fuelOil_CO2Emissions,Share_OfElectricPower_CO2Emissions,Other_CO2Emissions,Total_CO2Emissions
502,2014-11-01,industrial,12.047,41.856,7.368,3.898,45.325,0.334,43.701,1.579,126.855
503,2014-12-01,industrial,12.199,43.767,10.026,4.179,41.147,0.257,41.973,1.5799999999999998,126.534
504,2015-01-01,industrial,11.779,45.435,9.452,3.977,45.686,0.241,41.747,1.857,129.566
505,2015-02-01,industrial,11.05,41.642,9.88,3.412,38.194,0.105,40.973,1.6239999999999999,120.272
506,2015-03-01,industrial,11.267,42.484,8.715,3.927,45.585,0.232,38.604,1.935,122.553
507,2015-04-01,industrial,10.131,39.484,8.33,3.601,44.53,0.145,37.214,1.866,116.065
508,2015-05-01,industrial,10.373999999999999,39.343,6.171,3.844,48.32899999999999,0.2,42.362,2.002,122.352
509,2015-06-01,industrial,10.582,37.621,6.954,4.358,48.257999999999996,0.161,46.757,1.8439999999999999,125.747
510,2015-07-01,industrial,10.889000000000001,38.811,6.814,4.506,49.194,0.258,48.362,1.995,129.446
511,2015-08-01,industrial,10.604000000000001,39.241,6.429,4.802,45.978,0.236,47.3,1.881,126.808
512,2015-09-01,industrial,10.232,37.93,8.481,3.841,40.175,0.207,43.25,1.81,118.669
513,2015-10-01,industrial,10.366,39.907,5.884,4.424,37.468,0.193,40.418,1.928,115.639
514,2015-11-01,industrial,10.011,41.005,4.196,3.462,38.176,0.237,37.53,1.7109999999999999,112.437
515,2015-12-01,industrial,10.174000000000001,43.165,5.242,4.248,41.857,0.262,35.849,1.899,115.942
516,2016-01-01,industrial,9.503,45.624,8.347,3.905,46.451,0.31,39.06,1.802,124.595
517,2016-02-01,industrial,9.645000000000001,42.14,8.481,3.53,49.5,0.176,34.436,1.803,117.965
518,2016-03-01,industrial,9.826,42.522,8.776,3.803,45.899,0.373,32.272,1.951,115.02
519,2016-04-01,industrial,9.024000000000001,40.012,6.477,3.33,41.79,0.449,33.131,1.812,109.095
520,2016-05-01,industrial,9.193000000000001,39.773,5.881,3.689,38.761,0.321,36.957,1.918,111.208
521,2016-06-01,industrial,9.36,38.308,6.509,3.766,39.493,0.321,43.486,1.931,117.163
522,2016-07-01,industrial,9.307,39.992,4.378,4.172,39.57,0.406,47.069,1.89,121.576
523,2016-08-01,industrial,9.038,40.523,6.842,3.889,50.385000000000005,0.303,47.021,1.921,128.252
524,2016-09-01,industrial,9.006,38.974,7.327,4.289,42.41,0.239,41.246,1.855,117.286
525,2016-10-01,industrial,8.997,40.164,7.53,4.469,46.407,0.346,39.316,1.881,118.794
526,2016-11-01,industrial,8.804,41.663,7.636,3.533,47.605,0.29,35.863,1.781,116.753
527,2016-12-01,industrial,9.391,46.077,7.375,3.698,47.224000000000004,0.3,40.068,1.86,125.765
528,2017-01-01,industrial,9.046000000000001,45.943,7.14,4.348,47.620999999999995,0.482,38.211,1.819,123.905
529,2017-02-01,industrial,9.131,40.87,7.788,3.049,37.552,0.219,32.587,1.6749999999999998,107.731
530,2017-03-01,industrial,9.241,44.176,9.886,3.915,44.449,0.293,35.341,1.949,119.003
531,2017-04-01,industrial,8.991999999999999,40.507,6.101,3.958,45.856,0.248,33.761,1.831,112.257
532,2017-05-01,industrial,9.129,40.569,8.067,3.82,46.75,0.318,37.955,1.943,118.101
533,2017-06-01,industrial,8.777000000000001,39.67,6.653,3.761,44.5,0.298,40.532,1.876,117.523
534,2017-07-01,industrial,9.294,40.489,4.888,4.539,49.36,0.252,45.008,1.901,125.261
535,2017-08-01,industrial,9.100999999999999,41.185,7.242,3.904,44.269,0.302,43.996,1.845,123.063
536,2017-09-01,industrial,9.036999999999999,39.902,7.545,4.207,45.285,0.264,38.594,1.815,117.092
537,2017-10-01,industrial,8.927,42.465,8.146,4.523,42.588,0.29,37.421,1.8820000000000001,117.528
538,2017-11-01,industrial,9.035,44.52,8.895,4.067,49.266999999999996,0.383,36.832,1.7799999999999998,122.584
539,2017-12-01,industrial,9.244,48.211,6.733,4.001,47.706,0.301,39.138,1.772,126.85
540,2018-01-01,industrial,8.73,48.17,9.719,4.828,49.622,0.252,38.602,1.823,128.624
541,2018-02-01,industrial,8.637,43.244,6.799,4.078,40.775999999999996,0.243,31.796,1.6869999999999998,110.467
542,2018-03-01,industrial,9.016,46.07,9.459,4.064,50.052,0.203,33.891,1.974,121.852
543,2018-04-01,industrial,8.873000000000001,43.695,7.591,3.737,41.715,0.33,32.434,1.8330000000000002,112.606
544,2018-05-01,industrial,9.074,42.643,9.016,3.985,45.71,0.246,37.902,1.881,120.038
545,2018-06-01,industrial,8.764000000000001,41.328,6.32,3.931,46.472,0.234,39.511,1.9509999999999998,119.057
546,2018-07-01,industrial,8.962,42.729,6.449,4.923,43.957,0.28,44.059,1.978,124.545
547,2018-08-01,industrial,8.988,42.893,8.349,5.114,51.763,0.243,44.179,2.019,129.805
548,2018-09-01,industrial,9.02,42.175,7.527,5.064,44.078,0.269,39.738,1.7469999999999999,120.275
549,2018-10-01,industrial,9.23,43.957,8.78,4.901,52.855000000000004,0.246,38.201,1.851,125.706
550,2018-11-01,industrial,9.096,46.522,7.435,4.774,43.903999999999996,0.3,38.471,1.824,123.207
551,2018-12-01,industrial,9.347000000000001,48.416,5.283,4.899,40.559,0.324,37.287,1.7810000000000001,121.473
552,2019-01-01,industrial,8.815,50.175,10.225,5.265,49.598,0.306,37.804,1.816,130.398
553,2019-02-01,industrial,8.671,45.138,8.608,4.427,32.519000000000005,0.242,32.658,1.637,110.184
554,2019-03-01,industrial,9.091000000000001,47.621,8.626,4.096,44.832,0.211,33.944,1.792,120.435
555,2019-04-01,industrial,8.307,43.445,7.851,4.032,44.947,0.159,30.172,1.959,111.398
556,2019-05-01,industrial,8.685,43.785,7.983,4.304,48.983000000000004,0.172,34.369,1.8689999999999998,118.494
557,2019-06-01,industrial,8.578999999999999,41.439,6.213,4.727,46.806,0.283,36.053,1.834,116.002
558,2019-07-01,industrial,8.331999999999999,42.588,5.588,5.408,46.719,0.308,41.535,1.951,122.441
559,2019-08-01,industrial,8.413,43.948,5.547,5.273,48.614000000000004,0.292,40.821,1.955,124.022
560,2019-09-01,industrial,8.211,42.197,6.778,5.469,44.675,0.267,37.107,1.738,116.979
561,2019-10-01,industrial,8.503,44.672,8.879,5.261,48.024,0.294,33.067,1.917,118.431
562,2019-11-01,industrial,8.241,47.109,7.493,4.667,48.76,0.188,34.169,1.77,120.958
563,2019-12-01,industrial,8.474,49.692,5.411,4.896,48.548,0.269,32.387,1.758,120.994
564,2020-01-01,industrial,8.256,50.172,10.229,4.118,46.896,0.214,29.707,1.8369999999999997,119.782
565,2020-02-01,industrial,8.193,46.415,10.202,3.48,47.459,0.164,28.102,1.726,114.227
566,2020-03-01,industrial,8.072000000000001,46.403,8.987,4.916,49.534,0.08,27.884,1.5210000000000001,114.878
567,2020-04-01,industrial,6.581,41.96,4.404,2.913,34.153,0.063,23.254,1.189,93.156
568,2020-05-01,industrial,6.332,40.789,3.013,4.411,38.563,0.055,25.289,1.422,96.141
569,2020-06-01,industrial,6.84,39.723,3.592,4.638,35.544,0.184,29.954,1.603,99.298
570,2020-07-01,industrial,6.481,41.919,5.148,5.025,40.385000000000005,0.312,36.308,1.721,111.003
571,2020-08-01,industrial,6.664,42.617,5.612,5.411,45.758,0.282,37.198,1.689,115.856
572,2020-09-01,industrial,6.593,42.081,6.912,5.615,40.972,0.282,31.298,1.6640000000000001,107.694
573,2020-10-01,industrial,7.369,44.593,8.757,5.894,40.335,0.226,31.211,1.701,111.628
574,2020-11-01,industrial,7.366,45.42,7.774,5.853,44.031000000000006,0.182,29.493,1.5630000000000002,111.981
575,2020-12-01,industrial,7.603000000000001,49.674,7.914,6.32,44.485,0.18,31.595,1.6350000000000002,119.14
576,2021-01-01,industrial,7.936,49.945,10.568,6.011,42.201,0.218,32.483,1.603,120.664
577,2021-02-01,industrial,7.399,42.121,7.951,3.05,31.664,0.215,32.464,1.493,104.171
578,2021-03-01,industrial,8.298,45.251,9.995,4.996,46.787,0.268,27.32,1.687,112.735
579,2021-04-01,industrial,8.767999999999999,43.856,8.956,4.529,46.877,0.127,28.199,1.732,111.933
580,2021-05-01,industrial,8.064,43.242,8.083,5.608,46.230000000000004,0.241,31.72,1.807,114.01
581,2021-06-01,industrial,7.9879999999999995,41.88,7.74,6.039,45.183,0.294,37.381,1.743,117.748
582,1973-01-01,residential,1.142,45.623,22.796,5.79,31.237,,40.771,2.651,118.773
583,1973-02-01,residential,0.978,40.402,19.474,5.089,26.834,,35.238,2.272,103.453
584,1973-03-01,residential,0.768,35.06,15.231,3.771,20.313,,33.477,1.311,89.618
585,1973-04-01,residential,0.503,25.186,10.657,2.998,14.686,,29.694,1.031,70.069
586,1973-05-01,residential,0.51,17.641,9.038,2.118,12.02,,29.728,0.864,59.899
587,1973-06-01,residential,0.512,11.2,6.848,1.16,8.751,,35.139,0.743,55.601
588,1973-07-01,residential,0.505,8.128,6.462,1.104,8.535,,42.886,0.969,60.055
589,1973-08-01,residential,0.546,7.704,7.493,1.12,9.571,,45.082,0.958,62.903
590,1973-09-01,residential,0.736,8.616,7.747,1.396,10.309,,39.8,1.166,59.461
591,1973-10-01,residential,0.857,11.083,10.96,2.271,14.402,,35.305,1.172,61.648
592,1973-11-01,residential,0.949,21.217,13.807,3.749,19.487,,32.381,1.931,74.035
593,1973-12-01,residential,1.011,31.929,17.648,5.318,24.522,,35.564,1.556,93.025
594,1974-01-01,residential,1.06,44.339,18.465,5.005,25.49,,38.767,2.019,109.656
595,1974-02-01,residential,0.904,37.367,16.69,4.518,22.853,,32.843,1.645,93.968
596,1974-03-01,residential,0.725,32.437,13.778,3.713,18.644,,33.217,1.154,85.023
597,1974-04-01,residential,0.501,26.161,10.627,2.502,13.944,,30.013,0.815,70.619
598,1974-05-01,residential,0.432,17.146,7.741,1.866,10.07,,31.334,0.462,58.982
599,1974-06-01,residential,0.412,11.69,6.344,1.177,8.24,,34.104,0.72,54.446
600,1974-07-01,residential,0.383,9.025,6.315,1.02,8.143,,42.488,0.808,60.039
601,1974-08-01,residential,0.542,7.712,6.299,1.066,8.276,,42.078,0.912,58.608
602,1974-09-01,residential,0.662,8.403,8.156,1.456,10.477,,35.196,0.865,54.739
603,1974-10-01,residential,0.728,12.764,10.924,2.527,14.698,,32.517,1.247,60.707
604,1974-11-01,residential,0.719,19.46,12.394,3.516,17.137,,32.229,1.227,69.545
605,1974-12-01,residential,0.819,33.261,18.627,4.767,24.977,,39.211,1.583,98.268
606,1975-01-01,residential,0.841,40.585,17.782,4.748,23.911,,40.073,1.381,105.411
607,1975-02-01,residential,0.55,39.596,16.079,4.297,21.81,,34.168,1.434,96.124
608,1975-03-01,residential,0.534,36.637,13.631,4.163,18.844,,33.565,1.05,89.581
609,1975-04-01,residential,0.355,32.266,11.667,3.043,15.599,,30.455,0.888,78.675
610,1975-05-01,residential,0.284,18.237,8.149,1.533,10.293,,29.436,0.611,58.25
611,1975-06-01,residential,0.311,11.013,6.935,1.106,8.843,,33.727,0.803,53.894
612,1975-07-01,residential,0.381,9.044,6.194,0.988,7.795,,40.782,0.612,58.002
613,1975-08-01,residential,0.355,7.764,6.804,1.026,8.502,,43.294,0.672,59.915
614,1975-09-01,residential,0.486,8.325,8.251,1.444,10.455,,35.282,0.76,54.547
615,1975-10-01,residential,0.555,12.077,9.458,2.099,12.475,,30.644,0.917,55.75
616,1975-11-01,residential,0.582,17.808,10.633,3.102,14.626,,29.955,0.892,62.971
617,1975-12-01,residential,0.8,32.859,18.024,4.67,24.423,,37.828,1.729,95.91
618,1976-01-01,residential,0.726,45.543,20.895,5.409,28.32,,45.183,2.015,119.771
619,1976-02-01,residential,0.45,39.945,16.759,3.71,21.847,,36.672,1.378,98.914
620,1976-03-01,residential,0.412,31.244,14.138,3.49,18.701,,34.362,1.073,84.719
621,1976-04-01,residential,0.474,23.907,9.45,2.416,12.775,,31.064,0.909,68.221
622,1976-05-01,residential,0.37,17.054,8.824,1.864,11.216,,29.761,0.528,58.401
623,1976-06-01,residential,0.332,11.929,7.947,1.098,9.834,,33.485,0.789,55.58
624,1976-07-01,residential,0.255,9.195,6.686,1.037,8.397,,40.63,0.673,58.477
625,1976-08-01,residential,0.339,7.603,6.786,1.096,8.52,,42.453,0.637,58.915
626,1976-09-01,residential,0.379,8.228,7.572,1.377,9.927,,35.698,0.978,54.233
627,1976-10-01,residential,0.489,13.065,9.912,2.73,13.694,,32.54,1.052,59.788
628,1976-11-01,residential,0.573,25.456,16.166,4.029,21.607,,36.265,1.412,83.901
629,1976-12-01,residential,0.856,39.651,21.791,5.249,29.1,,43.936,2.06,113.543
630,1977-01-01,residential,0.758,50.596,25.863,6.342,34.327,,51.539,2.121,137.219
631,1977-02-01,residential,0.509,44.473,19.988,4.31,25.718,,41.836,1.42,112.536
632,1977-03-01,residential,0.448,30.287,13.401,3.402,17.659,,36.593,0.856,84.987
633,1977-04-01,residential,0.463,21.672,9.416,2.232,12.329,,31.015,0.68,65.477
634,1977-05-01,residential,0.36,13.597,9.062,1.55,11.241,,31.795,0.629,56.994
635,1977-06-01,residential,0.373,9.841,7.793,1.128,9.486,,37.552,0.565,57.252
636,1977-07-01,residential,0.281,7.889,6.9,1.003,8.709,,49.111,0.806,65.99
637,1977-08-01,residential,0.349,7.093,7.506,1.05,9.251,,47.74,0.696,64.433
638,1977-09-01,residential,0.329,7.597,8.082,1.239,10.064,,40.606,0.742,58.596
639,1977-10-01,residential,0.423,12.08,10.257,2.383,13.766,,34.705,1.126,60.974
640,1977-11-01,residential,0.565,20.085,11.307,3.249,15.531,,33.55,0.976,69.732
641,1977-12-01,residential,0.659,35.195,17.91,4.835,24.379,,41.976,1.635,102.209
642,1978-01-01,residential,0.508,43.964,17.589,5.277,24.548,,49.05,1.683,118.07
643,1978-02-01,residential,0.521,45.114,17.412,4.772,23.744,,43.97,1.561,113.35
644,1978-03-01,residential,0.406,36.663,15.87,3.77,20.726,,40.216,1.085,98.01
645,1978-04-01,residential,0.343,24.001,8.991,2.406,11.963,,32.341,0.566,68.648
646,1978-05-01,residential,0.31,16.565,9.504,1.64,11.821,,31.847,0.677,60.543
647,1978-06-01,residential,0.3,9.929,8.206,1.056,9.739,,37.453,0.477,57.42
648,1978-07-01,residential,0.271,7.915,7.218,0.982,8.71,,45.917,0.511,62.814
649,1978-08-01,residential,0.277,7.015,9.291,0.996,10.897,,47.921,0.61,66.11
650,1978-09-01,residential,0.317,7.296,9.064,1.186,11.167,,42.225,0.917,61.004
651,1978-10-01,residential,0.457,11.282,11.276,2.171,14.385,,35.514,0.937,61.638
652,1978-11-01,residential,0.486,20.27,12.778,3.078,16.786,,34.112,0.929,71.653
653,1978-12-01,residential,0.523,34.014,17.07,4.397,22.702,,43.264,1.235,100.503
654,1979-01-01,residential,0.551,46.796,17.407,3.708,22.567,,52.811,1.452,122.726
655,1979-02-01,residential,0.334,48.137,16.531,3.299,21.171,,46.411,1.342,116.053
656,1979-03-01,residential,0.263,35.596,12.37,2.308,15.376,,40.129,0.698,91.364
657,1979-04-01,residential,0.236,25.008,8.504,1.702,10.872,,34.173,0.666,70.289
658,1979-05-01,residential,0.214,15.515,7.552,1.096,9.257,,33.595,0.609,58.581
659,1979-06-01,residential,0.219,10.205,6.286,0.734,7.614,,37.595,0.594,55.633
660,1979-07-01,residential,0.19,7.964,6.049,0.661,7.282,,45.713,0.573,61.15
661,1979-08-01,residential,0.18,7.189,6.776,0.688,8.16,,48.575,0.695,64.104
662,1979-09-01,residential,0.239,7.425,6.949,0.807,8.435,,40.676,0.679,56.775
663,1979-10-01,residential,0.333,11.609,8.834,1.456,11.085,,36.202,0.795,59.228
664,1979-11-01,residential,0.399,20.427,10.307,2.157,13.116,,36.813,0.651,70.754
665,1979-12-01,residential,0.425,32.041,12.69,2.789,16.448,,44.528,0.97,93.442
666,1980-01-01,residential,0.393,38.865,14.31,2.94,18.246,,50.357,0.996,107.861
667,1980-02-01,residential,0.344,41.671,11.983,2.761,15.65,,47.08,0.905,104.745
668,1980-03-01,residential,0.245,36.218,8.892,2.41,12.031,,43.842,0.729,92.336
669,1980-04-01,residential,0.263,24.268,5.844,1.501,7.913,,34.991,0.568,67.434
670,1980-05-01,residential,0.159,15.007,6.031,0.989,7.489,,33.173,0.468,55.828
671,1980-06-01,residential,0.125,10.275,5.439,0.707,6.623,,39.804,0.477,56.828
672,1980-07-01,residential,0.155,7.803,4.401,0.598,5.478,,55.485,0.478,68.92
673,1980-08-01,residential,0.147,6.941,4.084,0.613,5.268,,57.247,0.572,69.603
674,1980-09-01,residential,0.195,7.265,5.384,0.721,6.634,,46.789,0.529,60.882
675,1980-10-01,residential,0.266,11.514,8.172,1.461,10.237,,38.236,0.605,60.254
676,1980-11-01,residential,0.281,21.092,9.884,2.095,12.481,,38.164,0.501,72.017
677,1980-12-01,residential,0.36,34.776,12.911,2.803,16.692,,46.871,0.978,98.699
678,1981-01-01,residential,0.348,44.721,15.351,3.173,19.468,,55.152,0.944,119.689
679,1981-02-01,residential,0.277,39.814,9.963,2.348,12.912,,44.558,0.601,97.56
680,1981-03-01,residential,0.184,31.474,6.31,2.225,9.008,,41.935,0.472,82.601
681,1981-04-01,residential,0.218,20.002,4.347,1.273,6.003,,35.906,0.382,62.129
682,1981-05-01,residential,0.183,13.984,4.665,1.033,6.055,,35.304,0.357,55.526
683,1981-06-01,residential,0.117,9.035,4.386,0.619,5.343,,42.818,0.338,57.312
684,1981-07-01,residential,0.167,7.314,3.97,0.581,4.931,,53.419,0.38,65.831
685,1981-08-01,residential,0.178,6.615,4.488,0.597,5.479,,50.733,0.394,63.006
686,1981-09-01,residential,0.228,7.15,4.481,0.764,5.623,,41.745,0.378,54.746
687,1981-10-01,residential,0.243,12.477,8.146,1.465,10.171,,38.68,0.56,61.571
688,1981-11-01,residential,0.331,19.576,8.538,1.915,11.071,,37.557,0.618,68.535
689,1981-12-01,residential,0.41,32.329,10.191,2.808,13.822,,46.945,0.823,93.507
690,1982-01-01,residential,0.368,46.69,9.964,3.22,14.128,,57.21,0.943,118.396
691,1982-02-01,residential,0.257,42.368,7.38,2.446,10.563,,46.374,0.737,99.561
692,1982-03-01,residential,0.209,32.444,8.333,2.12,10.993,,41.982,0.54,85.627
693,1982-04-01,residential,0.26,24.306,8.174,1.584,10.241,,36.736,0.484,71.544
694,1982-05-01,residential,0.173,12.557,5.639,0.857,6.972,,35.287,0.477,54.99
695,1982-06-01,residential,0.134,8.891,4.348,0.689,5.405,,38.453,0.367,52.884
696,1982-07-01,residential,0.233,7.438,3.214,0.563,4.219,,50.595,0.442,62.485
697,1982-08-01,residential,0.248,6.63,3.892,0.599,4.85,,51.434,0.36,63.163
698,1982-09-01,residential,0.236,7.33,6.302,0.731,7.512,,43.067,0.479,58.146
699,1982-10-01,residential,0.245,10.99,6.34,1.235,8.225,,37.432,0.649,56.892
700,1982-11-01,residential,0.313,20.044,5.067,1.845,7.535,,37.749,0.622,65.641
701,1982-12-01,residential,0.377,30.023,8.989,2.282,12.133,,44.974,0.861,87.508
702,1983-01-01,residential,0.309,46.078,8.142,3.264,12.135,,50.308,0.729,108.831
703,1983-02-01,residential,0.27,36.446,6.697,2.703,9.972,,41.865,0.572,88.553
704,1983-03-01,residential,0.193,31.513,7.208,2.427,10.154,,40.757,0.518,82.617
705,1983-04-01,residential,0.268,24.107,6.164,1.92,8.626,,36.719,0.542,69.72
706,1983-05-01,residential,0.162,14.99,4.007,1.248,5.682,,34.67,0.427,55.504
707,1983-06-01,residential,0.128,8.901,4.467,0.737,5.473,,38.974,0.27,53.476
708,1983-07-01,residential,0.21,6.74,3.968,0.666,4.991,,54.096,0.357,66.037
709,1983-08-01,residential,0.198,6.193,4.683,0.663,5.717,,59.91,0.372,72.018
710,1983-09-01,residential,0.263,6.627,4.113,0.799,5.331,,48.692,0.419,60.913
711,1983-10-01,residential,0.28,9.517,4.705,1.428,6.585,,38.772,0.452,55.153
712,1983-11-01,residential,0.296,16.798,5.756,2.183,8.582,,38.399,0.642,64.075
713,1983-12-01,residential,0.379,29.484,8.456,3.598,13.006,,51.32,0.952,94.189
714,1984-01-01,residential,0.436,48.098,11.103,3.018,15.916,,58.571,1.795,123.02
715,1984-02-01,residential,0.381,38.001,7.418,2.106,10.429,,45.202,0.906,94.013
716,1984-03-01,residential,0.272,32.855,8.974,2.297,12.361,,44.384,1.09,89.871
717,1984-04-01,residential,0.387,25.136,6.332,1.463,8.724,,36.615,0.929,70.862
718,1984-05-01,residential,0.233,15.574,5.711,0.983,7.236,,36.877,0.542,59.921
719,1984-06-01,residential,0.185,9.216,4.618,0.584,5.915,,44.259,0.712,59.574
720,1984-07-01,residential,0.29,6.957,4.588,0.547,5.9,,51.745,0.766,64.892
721,1984-08-01,residential,0.273,6.394,5.466,0.544,6.705,,54.956,0.694,68.328
722,1984-09-01,residential,0.363,6.855,5.491,0.747,7.2,,44.383,0.962,58.802
723,1984-10-01,residential,0.289,9.884,5.701,1.103,7.521,,40.318,0.717,58.011
724,1984-11-01,residential,0.305,17.463,6.852,1.943,10.234,,41.169,1.439,69.171
725,1984-12-01,residential,0.391,30.642,8.402,2.285,11.869,,47.168,1.181,90.07
726,1985-01-01,residential,0.397,40.349,9.385,3.466,14.917,,57.068,2.067,112.731
727,1985-02-01,residential,0.347,45.552,8.729,2.738,12.834,,50.05,1.367,108.783
728,1985-03-01,residential,0.248,30.798,7.766,2.129,10.498,,43.604,0.603,85.149
729,1985-04-01,residential,0.365,21.498,5.639,1.32,7.582,,37.54,0.623,66.985
730,1985-05-01,residential,0.221,11.472,5.028,0.955,6.538,,37.783,0.555,56.014
731,1985-06-01,residential,0.174,8.468,4.583,0.71,5.975,,43.65,0.683,58.268
732,1985-07-01,residential,0.25,7.013,4.819,0.606,5.873,,53.167,0.448,66.302
733,1985-08-01,residential,0.236,6.423,5.317,0.644,6.725,,53.749,0.764,67.133
734,1985-09-01,residential,0.314,6.999,5.421,0.778,6.839,,46.45,0.64,60.602
735,1985-10-01,residential,0.343,10.253,6.647,1.285,8.771,,40.417,0.838,59.783
736,1985-11-01,residential,0.362,16.621,7.368,1.981,10.207,,40.008,0.857,67.198
737,1985-12-01,residential,0.464,35.093,10.087,3.176,15.423,,53.666,2.16,104.645
738,1986-01-01,residential,0.452,42.866,10.271,3.055,14.634,,58.094,1.308,116.047
739,1986-02-01,residential,0.396,37.107,9.567,2.643,13.182,,46.082,0.972,96.767
740,1986-03-01,residential,0.282,31.416,8.438,2.166,11.56,,43.409,0.956,86.667
741,1986-04-01,residential,0.408,19.688,6.284,1.445,8.128,,36.434,0.399,64.659
742,1986-05-01,residential,0.246,12.787,5.851,0.966,7.335,,37.541,0.519,57.909
743,1986-06-01,residential,0.195,8.376,4.92,0.653,5.8,,45.943,0.227,60.314
744,1986-07-01,residential,0.238,6.84,5.068,0.608,6.15,,60.862,0.475,74.091
745,1986-08-01,residential,0.225,6.351,5.472,0.638,6.869,,55.689,0.758,69.134
746,1986-09-01,residential,0.299,7.056,5.307,0.797,6.524,,45.509,0.42,59.387
747,1986-10-01,residential,0.336,10.006,6.551,1.351,8.67,,41.565,0.768,60.576
748,1986-11-01,residential,0.355,18.689,6.325,2.196,9.395,,41.056,0.874,69.495
749,1986-12-01,residential,0.454,32.364,8.146,2.863,12.214,,50.008,1.205,95.04
750,1987-01-01,residential,0.374,40.296,9.195,3.566,13.983,,56.905,1.222,111.559
751,1987-02-01,residential,0.327,37.454,7.918,2.857,11.821,,46.343,1.046,95.944
752,1987-03-01,residential,0.233,31.27,8.485,2.487,11.789,,44.669,0.817,87.962
753,1987-04-01,residential,0.311,21.831,6.525,1.638,8.49,,39.32,0.327,69.953
754,1987-05-01,residential,0.188,12.097,5.879,1.019,7.274,,41.242,0.376,60.801
755,1987-06-01,residential,0.149,7.968,5.512,0.693,6.66,,50.211,0.454,64.987
756,1987-07-01,residential,0.261,6.811,5.732,0.67,6.801,,61.988,0.399,75.86
757,1987-08-01,residential,0.246,6.37,5.251,0.694,6.451,,63.058,0.506,76.125
758,1987-09-01,residential,0.327,6.854,6.136,0.835,7.518,,47.476,0.546,62.175
759,1987-10-01,residential,0.339,12.091,7.712,1.77,10.456,,41.138,0.974,64.024
760,1987-11-01,residential,0.359,19.219,7.718,2.218,10.764,,41.656,0.829,71.997
761,1987-12-01,residential,0.459,32.04,9.403,3.103,13.7,,51.829,1.194,98.027
762,1988-01-01,residential,0.411,46.201,10.147,3.605,15.388,,62.182,1.636,124.183
763,1988-02-01,residential,0.338,40.916,9.303,2.901,13.425,,52.452,1.221,107.13
764,1988-03-01,residential,0.249,32.365,8.996,2.416,12.347,,47.199,0.934,92.16
765,1988-04-01,residential,0.303,21.696,6.447,1.673,8.728,,39.664,0.608,70.391
766,1988-05-01,residential,0.178,13.976,6.03,1.07,7.731,,39.446,0.631,61.332
767,1988-06-01,residential,0.219,8.246,5.382,0.714,6.513,,49.434,0.417,64.412
768,1988-07-01,residential,0.338,6.659,6.03,0.65,7.202,,62.899,0.522,77.098
769,1988-08-01,residential,0.328,6.2,6.311,0.657,7.496,,68.167,0.527,82.191
770,1988-09-01,residential,0.193,6.762,6.125,0.848,7.701,,48.968,0.728,63.623
771,1988-10-01,residential,0.222,12.571,6.994,1.702,9.505,,43.037,0.809,65.335
772,1988-11-01,residential,0.296,21.204,7.399,2.148,10.594,,44.001,1.047,76.094
773,1988-12-01,residential,0.475,34.196,8.849,3.094,13.37,,55.367,1.426,103.407
774,1989-01-01,residential,0.302,40.849,9.234,3.303,13.741,,58.59,1.204,113.482
775,1989-02-01,residential,0.331,40.428,7.674,3.369,12.043,,54.803,0.999,107.605
776,1989-03-01,residential,0.244,35.134,8.586,2.71,12.023,,53.741,0.727,101.142
777,1989-04-01,residential,0.244,22.549,6.286,1.858,8.69,,43.695,0.547,75.177
778,1989-05-01,residential,0.16,13.942,5.723,1.292,7.46,,42.679,0.445,64.241
779,1989-06-01,residential,0.141,8.449,5.723,0.808,7.08,,49.732,0.548,65.401
780,1989-07-01,residential,0.236,6.987,5.272,0.74,6.435,,60.383,0.422,74.042
781,1989-08-01,residential,0.214,6.572,6.54,0.773,7.672,,59.908,0.359,74.366
782,1989-09-01,residential,0.152,7.58,6.334,0.952,7.657,,51.243,0.371,66.632
783,1989-10-01,residential,0.1,12.417,6.719,1.599,9.085,,44.32,0.767,65.921
784,1989-11-01,residential,0.253,22.033,7.479,2.497,10.83,,45.178,0.854,78.293
785,1989-12-01,residential,0.565,43.006,10.225,4.207,15.776,,64.347,1.343,123.693
786,1990-01-01,residential,0.317,42.748,6.976,3.231,11.015,,60.268,0.808,114.347
787,1990-02-01,residential,0.291,34.833,6.413,2.913,10.126,,46.377,0.8,91.628
788,1990-03-01,residential,0.245,29.898,6.084,2.562,9.093,,47.794,0.447,87.03
789,1990-04-01,residential,0.236,21.637,5.444,1.808,7.666,,43.631,0.414,73.171
790,1990-05-01,residential,0.16,13.443,5.278,1.357,6.781,,42.96,0.146,63.344
791,1990-06-01,residential,0.166,8.705,5.492,0.753,6.351,,52.31,0.106,67.532
792,1990-07-01,residential,0.238,6.84,5.353,0.685,6.192,,63.118,0.154,76.388
793,1990-08-01,residential,0.221,6.564,5.972,0.703,7.044,,62.269,0.37,76.099
794,1990-09-01,residential,0.182,7.15,5.828,0.856,6.962,,56.289,0.278,70.584
795,1990-10-01,residential,0.184,11.558,6.183,1.556,7.91,,47.426,0.17,67.077
796,1990-11-01,residential,0.277,20.342,6.439,2.296,8.946,,44.136,0.21,73.701
